Date,Close,Close_Prediction
2018-09-25,369.429993,366.7280779586636
2018-09-26,,
2018-09-27,380.709991,379.6633419610683
2018-09-28,,
2018-09-29,,
2018-09-30,,
2018-10-01,,
2018-10-02,,
2018-10-03,,
2018-10-04,,
2018-10-05,,
2018-10-06,,
2018-10-07,,
2018-10-08,,
2018-10-09,,
2018-10-10,,
2018-10-11,,
2018-10-12,,
2018-10-13,,
2018-10-14,,
2018-10-15,,
2018-10-16,,
2018-10-17,364.700012,364.49346970594434
2018-10-18,,
2018-10-19,332.670013,341.01121597993205
2018-10-20,,
2018-10-21,,
2018-10-22,,
2018-10-23,,
2018-10-24,,
2018-10-25,,
2018-10-26,299.829987,306.044021514155
2018-10-27,,
2018-10-28,,
2018-10-29,,
2018-10-30,,
2018-10-31,,
2018-11-01,,
2018-11-02,,
2018-11-03,,
2018-11-04,,
2018-11-05,,
2018-11-06,,
2018-11-07,,
2018-11-08,,
2018-11-09,303.470001,302.9918107040424
2018-11-10,,
2018-11-11,,
2018-11-12,294.070007,295.09808553695575
2018-11-13,294.399994,297.8230371518335
2018-11-14,,
2018-11-15,,
2018-11-16,,
2018-11-17,,
2018-11-18,,
2018-11-19,270.600006,273.96199486840385
2018-11-20,,
2018-11-21,,
2018-11-22,,
2018-11-23,258.820007,261.94920737780467
2018-11-24,,
2018-11-25,,
2018-11-26,,
2018-11-27,266.630005,265.23236006908377
2018-11-28,282.649994,275.6766289638307
2018-11-29,,
2018-11-30,,
2018-12-01,,
2018-12-02,,
2018-12-03,,
2018-12-04,,
2018-12-05,,
2018-12-06,,
2018-12-07,,
2018-12-08,,
2018-12-09,,
2018-12-10,269.700012,267.382531976312
2018-12-11,,
2018-12-12,,
2018-12-13,,
2018-12-14,,
2018-12-15,,
2018-12-16,,
2018-12-17,,
2018-12-18,270.940002,273.76751587264914
2018-12-19,266.769989,274.59229944942257
2018-12-20,,
2018-12-21,,
2018-12-22,,
2018-12-23,,
2018-12-24,,
2018-12-25,,
2018-12-26,,
2018-12-27,,
2018-12-28,,
2018-12-29,,
2018-12-30,,
2018-12-31,,
2019-01-01,,
2019-01-02,,
2019-01-03,,
2019-01-04,297.570007,293.17857207027333
2019-01-05,,
2019-01-06,,
2019-01-07,,
2019-01-08,,
2019-01-09,,
2019-01-10,,
2019-01-11,337.589996,338.2389190887224
2019-01-12,,
2019-01-13,,
2019-01-14,,
2019-01-15,,
2019-01-16,,
2019-01-17,,
2019-01-18,,
2019-01-19,,
2019-01-20,,
2019-01-21,,
2019-01-22,,
2019-01-23,,
2019-01-24,,
2019-01-25,338.049988,338.11050592668795
2019-01-26,,
2019-01-27,,
2019-01-28,335.660004,331.6716459076637
2019-01-29,328.899994,331.90608740653
2019-01-30,,
2019-01-31,,
2019-02-01,339.850006,344.7935340441887
2019-02-02,,
2019-02-03,,
2019-02-04,,
2019-02-05,,
2019-02-06,,
2019-02-07,344.709991,341.8217207063011
2019-02-08,347.570007,346.26697303552714
2019-02-09,,
2019-02-10,,
2019-02-11,,
2019-02-12,,
2019-02-13,,
2019-02-14,,
2019-02-15,,
2019-02-16,,
2019-02-17,,
2019-02-18,,
2019-02-19,361.920013,363.02473114259277
2019-02-20,,
2019-02-21,356.970001,357.5664638549104
2019-02-22,,
2019-02-23,,
2019-02-24,,
2019-02-25,,
2019-02-26,,
2019-02-27,,
2019-02-28,358.100006,361.9804369073828
2019-03-01,,
2019-03-02,,
2019-03-03,,
2019-03-04,351.040009,352.8009002567837
2019-03-05,354.299988,352.8072061401777
2019-03-06,,
2019-03-07,,
2019-03-08,,
2019-03-09,,
2019-03-10,,
2019-03-11,358.859985,356.1235282031221
2019-03-12,356.269989,355.60921597147797
2019-03-13,,
2019-03-14,,
2019-03-15,,
2019-03-16,,
2019-03-17,,
2019-03-18,,
2019-03-19,,
2019-03-20,,
2019-03-21,377.869995,375.6106695271859
2019-03-22,361.01001,364.14262323838807
2019-03-23,,
2019-03-24,,
2019-03-25,,
2019-03-26,,
2019-03-27,,
2019-03-28,,
2019-03-29,356.559998,355.2878892243988
2019-03-30,,
2019-03-31,,
2019-04-01,,
2019-04-02,,
2019-04-03,,
2019-04-04,,
2019-04-05,,
2019-04-06,,
2019-04-07,,
2019-04-08,,
2019-04-09,,
2019-04-10,,
2019-04-11,,
2019-04-12,,
2019-04-13,,
2019-04-14,,
2019-04-15,348.869995,345.568236983752
2019-04-16,,
2019-04-17,,
2019-04-18,,
2019-04-19,,
2019-04-20,,
2019-04-21,,
2019-04-22,,
2019-04-23,,
2019-04-24,374.230011,375.7156217268496
2019-04-25,,
2019-04-26,,
2019-04-27,,
2019-04-28,,
2019-04-29,,
2019-04-30,370.540009,372.50585465236077
2019-05-01,,
2019-05-02,,
2019-05-03,,
2019-05-04,,
2019-05-05,,
2019-05-06,378.670013,379.34647849033837
2019-05-07,,
2019-05-08,,
2019-05-09,,
2019-05-10,,
2019-05-11,,
2019-05-12,,
2019-05-13,,
2019-05-14,,
2019-05-15,354.98999,352.5783645586211
2019-05-16,,
2019-05-17,,
2019-05-18,,
2019-05-19,,
2019-05-20,,
2019-05-21,,
2019-05-22,,
2019-05-23,,
2019-05-24,,
2019-05-25,,
2019-05-26,,
2019-05-27,,
2019-05-28,355.059998,359.2865503013847
2019-05-29,,
2019-05-30,,
2019-05-31,,
2019-06-01,,
2019-06-02,,
2019-06-03,336.630005,338.54858816090746
2019-06-04,,
2019-06-05,,
2019-06-06,,
2019-06-07,,
2019-06-08,,
2019-06-09,,
2019-06-10,,
2019-06-11,,
2019-06-12,,
2019-06-13,,
2019-06-14,,
2019-06-15,,
2019-06-16,,
2019-06-17,,
2019-06-18,,
2019-06-19,,
2019-06-20,,
2019-06-21,,
2019-06-22,,
2019-06-23,,
2019-06-24,371.040009,373.9964829807436
2019-06-25,,
2019-06-26,362.200012,365.68048769729467
2019-06-27,,
2019-06-28,,
2019-06-29,,
2019-06-30,,
2019-07-01,,
2019-07-02,,
2019-07-03,,
2019-07-04,,
2019-07-05,,
2019-07-06,,
2019-07-07,,
2019-07-08,,
2019-07-09,,
2019-07-10,,
2019-07-11,379.5,382.0034079554369
2019-07-12,,
2019-07-13,,
2019-07-14,,
2019-07-15,,
2019-07-16,,
2019-07-17,,
2019-07-18,,
2019-07-19,,
2019-07-20,,
2019-07-21,,
2019-07-22,,
2019-07-23,,
2019-07-24,,
2019-07-25,326.459991,324.40602445198874
2019-07-26,,
2019-07-27,,
2019-07-28,,
2019-07-29,,
2019-07-30,,
2019-07-31,,
2019-08-01,,
2019-08-02,,
2019-08-03,,
2019-08-04,,
2019-08-05,,
2019-08-06,,
2019-08-07,,
2019-08-08,,
2019-08-09,,
2019-08-10,,
2019-08-11,,
2019-08-12,,
2019-08-13,312.279999,313.9211758777375
2019-08-14,,
2019-08-15,,
2019-08-16,302.799988,300.75674006263336
2019-08-17,,
2019-08-18,,
2019-08-19,309.380005,309.5201038749271
2019-08-20,,
2019-08-21,,
2019-08-22,,
2019-08-23,,
2019-08-24,,
2019-08-25,,
2019-08-26,294.980011,294.4461245085884
2019-08-27,,
2019-08-28,,
2019-08-29,,
2019-08-30,,
2019-08-31,,
2019-09-01,,
2019-09-02,,
2019-09-03,289.290009,291.0595032212182
2019-09-04,,
2019-09-05,293.25,290.63123777406355
2019-09-06,290.170013,288.4095820780917
2019-09-07,,
2019-09-08,,
2019-09-09,294.339996,297.2057240328717
2019-09-10,,
2019-09-11,,
2019-09-12,,
2019-09-13,,
2019-09-14,,
2019-09-15,,
2019-09-16,,
2019-09-17,,
2019-09-18,291.559998,290.14040068757413
2019-09-19,,
2019-09-20,,
2019-09-21,,
2019-09-22,,
2019-09-23,,
2019-09-24,,
2019-09-25,,
2019-09-26,,
2019-09-27,,
2019-09-28,,
2019-09-29,,
2019-09-30,267.619995,267.117827286573
2019-10-01,,
2019-10-02,,
2019-10-03,,
2019-10-04,,
2019-10-05,,
2019-10-06,,
2019-10-07,274.459991,275.3337440946818
2019-10-08,,
2019-10-09,,
2019-10-10,,
2019-10-11,,
2019-10-12,,
2019-10-13,,
2019-10-14,,
2019-10-15,,
2019-10-16,286.279999,286.10212468161654
2019-10-17,,
2019-10-18,275.299988,279.3687070435231
2019-10-19,,
2019-10-20,,
2019-10-21,,
2019-10-22,,
2019-10-23,,
2019-10-24,,
2019-10-25,,
2019-10-26,,
2019-10-27,,
2019-10-28,281.859985,283.83176401495376
2019-10-29,,
2019-10-30,,
2019-10-31,,
2019-11-01,,
2019-11-02,,
2019-11-03,,
2019-11-04,,
2019-11-05,,
2019-11-06,,
2019-11-07,,
2019-11-08,,
2019-11-09,,
2019-11-10,,
2019-11-11,,
2019-11-12,292.01001,290.2106001138182
2019-11-13,,
2019-11-14,,
2019-11-15,295.029999,292.55618290960405
2019-11-16,,
2019-11-17,,
2019-11-18,,
2019-11-19,302.600006,301.11412719370014
2019-11-20,,
2019-11-21,311.690002,310.22359433166514
2019-11-22,,
2019-11-23,,
2019-11-24,,
2019-11-25,,
2019-11-26,312.48999,313.6266763955223
2019-11-27,315.929993,315.26443585539556
2019-11-28,,
2019-11-29,,
2019-11-30,,
2019-12-01,,
2019-12-02,,
2019-12-03,,
2019-12-04,,
2019-12-05,,
2019-12-06,,
2019-12-07,,
2019-12-08,,
2019-12-09,,
2019-12-10,,
2019-12-11,,
2019-12-12,,
2019-12-13,,
2019-12-14,,
2019-12-15,,
2019-12-16,,
2019-12-17,,
2019-12-18,,
2019-12-19,332.220001,331.3147502560939
2019-12-20,,
2019-12-21,,
2019-12-22,,
2019-12-23,,
2019-12-24,,
2019-12-25,,
2019-12-26,,
2019-12-27,329.089996,328.2070527162166
2019-12-28,,
2019-12-29,,
2019-12-30,,
2019-12-31,323.570007,323.54042787742947
2020-01-01,,
2020-01-02,,
2020-01-03,,
2020-01-04,,
2020-01-05,,
2020-01-06,,
2020-01-07,,
2020-01-08,,
2020-01-09,,
2020-01-10,,
2020-01-11,,
2020-01-12,,
2020-01-13,,
2020-01-14,338.690002,338.3840677296493
2020-01-15,339.070007,340.67957200550586
2020-01-16,,
2020-01-17,,
2020-01-18,,
2020-01-19,,
2020-01-20,,
2020-01-21,,
2020-01-22,,
2020-01-23,,
2020-01-24,,
2020-01-25,,
2020-01-26,,
2020-01-27,,
2020-01-28,348.519989,348.8479886126007
2020-01-29,343.160004,341.3180621373422
2020-01-30,,
2020-01-31,,
2020-02-01,,
2020-02-02,,
2020-02-03,,
2020-02-04,369.01001,364.25388984702454
2020-02-05,,
2020-02-06,366.950012,365.5379277087067
2020-02-07,,
2020-02-08,,
2020-02-09,,
2020-02-10,,
2020-02-11,373.690002,374.08791178021625
2020-02-12,380.01001,378.8825072540585
2020-02-13,,
2020-02-14,,
2020-02-15,,
2020-02-16,,
2020-02-17,,
2020-02-18,,
2020-02-19,,
2020-02-20,,
2020-02-21,,
2020-02-22,,
2020-02-23,,
2020-02-24,,
2020-02-25,,
2020-02-26,,
2020-02-27,,
2020-02-28,,
2020-02-29,,
2020-03-01,,
2020-03-02,381.049988,373.20049794189
2020-03-03,368.769989,380.754920674485
2020-03-04,,
2020-03-05,,
2020-03-06,,
2020-03-07,,
2020-03-08,,
2020-03-09,,
2020-03-10,,
2020-03-11,,
2020-03-12,315.25,319.51063015012016
2020-03-13,,
2020-03-14,,
2020-03-15,,
2020-03-16,298.839996,320.29172630816925
2020-03-17,,
2020-03-18,,
2020-03-19,332.029999,338.5081993134724
2020-03-20,,
2020-03-21,,
2020-03-22,,
2020-03-23,,
2020-03-24,,
2020-03-25,,
2020-03-26,,
2020-03-27,,
2020-03-28,,
2020-03-29,,
2020-03-30,,
2020-03-31,,
2020-04-01,,
2020-04-02,,
2020-04-03,,
2020-04-04,,
2020-04-05,,
2020-04-06,,
2020-04-07,,
2020-04-08,,
2020-04-09,,
2020-04-10,,
2020-04-11,,
2020-04-12,,
2020-04-13,396.720001,392.667518572165
2020-04-14,,
2020-04-15,,
2020-04-16,,
2020-04-17,,
2020-04-18,,
2020-04-19,,
2020-04-20,,
2020-04-21,,
2020-04-22,421.420013,420.372991419936
2020-04-23,,
2020-04-24,424.98999,419.8365379790038
2020-04-25,,
2020-04-26,,
2020-04-27,421.380005,425.0270506556024
2020-04-28,,
2020-04-29,,
2020-04-30,,
2020-05-01,,
2020-05-02,,
2020-05-03,,
2020-05-04,,
2020-05-05,,
2020-05-06,,
2020-05-07,436.529999,433.6223615079748
2020-05-08,,
2020-05-09,,
2020-05-10,,
2020-05-11,,
2020-05-12,,
2020-05-13,,
2020-05-14,,
2020-05-15,,
2020-05-16,,
2020-05-17,,
2020-05-18,,
2020-05-19,,
2020-05-20,,
2020-05-21,436.25,434.8250337429484
2020-05-22,,
2020-05-23,,
2020-05-24,,
2020-05-25,,
2020-05-26,,
2020-05-27,,
2020-05-28,,
2020-05-29,,
2020-05-30,,
2020-05-31,,
2020-06-01,,
2020-06-02,,
2020-06-03,,
2020-06-04,,
2020-06-05,,
2020-06-06,,
2020-06-07,,
2020-06-08,419.48999,412.49661895098546
2020-06-09,,
2020-06-10,,
2020-06-11,,
2020-06-12,,
2020-06-13,,
2020-06-14,,
2020-06-15,425.5,420.7776098066904
2020-06-16,,
2020-06-17,,
2020-06-18,449.869995,447.261139230681
2020-06-19,,
2020-06-20,,
2020-06-21,,
2020-06-22,,
2020-06-23,,
2020-06-24,,
2020-06-25,,
2020-06-26,,
2020-06-27,,
2020-06-28,,
2020-06-29,,
2020-06-30,,
2020-07-01,,
2020-07-02,,
2020-07-03,,
2020-07-04,,
2020-07-05,,
2020-07-06,,
2020-07-07,,
2020-07-08,,
2020-07-09,,
2020-07-10,,
2020-07-11,,
2020-07-12,,
2020-07-13,,
2020-07-14,,
2020-07-15,523.26001,522.1089110160489
2020-07-16,,
2020-07-17,492.98999,494.86096731679027
2020-07-18,,
2020-07-19,,
2020-07-20,,
2020-07-21,490.100006,492.8144259914527
2020-07-22,,
2020-07-23,,
2020-07-24,,
2020-07-25,,
2020-07-26,,
2020-07-27,,
2020-07-28,,
2020-07-29,,
2020-07-30,,
2020-07-31,,
2020-08-01,,
2020-08-02,,
2020-08-03,498.619995,500.286085974245
2020-08-04,,
2020-08-05,,
2020-08-06,,
2020-08-07,,
2020-08-08,,
2020-08-09,,
2020-08-10,,
2020-08-11,,
2020-08-12,475.470001,479.4517020288748
2020-08-13,,
2020-08-14,,
2020-08-15,,
2020-08-16,,
2020-08-17,,
2020-08-18,,
2020-08-19,,
2020-08-20,497.899994,495.5809305234052
2020-08-21,,
2020-08-22,,
2020-08-23,,
2020-08-24,,
2020-08-25,,
2020-08-26,,
2020-08-27,,
2020-08-28,,
2020-08-29,,
2020-08-30,,
2020-08-31,,
2020-09-01,,
2020-09-02,,
2020-09-03,525.75,534.051674313166
2020-09-04,,
2020-09-05,,
2020-09-06,,
2020-09-07,,
2020-09-08,,
2020-09-09,,
2020-09-10,,
2020-09-11,,
2020-09-12,,
2020-09-13,,
2020-09-14,,
2020-09-15,,
2020-09-16,,
2020-09-17,,
2020-09-18,,
2020-09-19,,
2020-09-20,,
2020-09-21,,
2020-09-22,,
2020-09-23,,
2020-09-24,473.079987,473.5096684987557
2020-09-25,,
2020-09-26,,
2020-09-27,,
2020-09-28,,
2020-09-29,,
2020-09-30,,
2020-10-01,,
2020-10-02,,
2020-10-03,,
2020-10-04,,
2020-10-05,,
2020-10-06,,
2020-10-07,,
2020-10-08,,
2020-10-09,,
2020-10-10,,
2020-10-11,,
2020-10-12,,
2020-10-13,554.090027,551.7832295362645
2020-10-14,541.450012,554.0120667420326
2020-10-15,541.940002,541.9389172816348
2020-10-16,,
2020-10-17,,
2020-10-18,,
2020-10-19,,
2020-10-20,,
2020-10-21,489.049988,496.55177886670236
2020-10-22,,
2020-10-23,488.279999,484.3315662852606
2020-10-24,,
2020-10-25,,
2020-10-26,488.23999,488.6541071425047
2020-10-27,,
2020-10-28,,
2020-10-29,504.209991,502.36452747761405
2020-10-30,,
2020-10-31,,
2020-11-01,,
2020-11-02,,
2020-11-03,,
2020-11-04,496.950012,504.2653124709674
2020-11-05,,
2020-11-06,,
2020-11-07,,
2020-11-08,,
2020-11-09,,
2020-11-10,,
2020-11-11,,
2020-11-12,486.769989,487.17116671775375
2020-11-13,,
2020-11-14,,
2020-11-15,,
2020-11-16,479.100006,482.2746729688318
2020-11-17,,
2020-11-18,,
2020-11-19,484.670013,485.2495471092306
2020-11-20,,
2020-11-21,,
2020-11-22,,
2020-11-23,476.619995,479.5699034674235
2020-11-24,,
2020-11-25,,
2020-11-26,,
2020-11-27,491.359985,488.08278626702094
2020-11-28,,
2020-11-29,,
2020-11-30,,
2020-12-01,,
2020-12-02,,
2020-12-03,,
2020-12-04,498.309998,500.0027261356253
2020-12-05,,
2020-12-06,,
2020-12-07,,
2020-12-08,,
2020-12-09,493.600006,498.6246466156895
2020-12-10,,
2020-12-11,,
2020-12-12,,
2020-12-13,,
2020-12-14,,
2020-12-15,,
2020-12-16,,
2020-12-17,,
2020-12-18,,
2020-12-19,,
2020-12-20,,
2020-12-21,,
2020-12-22,,
2020-12-23,514.47998,517.5232139573167
2020-12-24,,
2020-12-25,,
2020-12-26,,
2020-12-27,,
2020-12-28,,
2020-12-29,530.869995,529.8407394263304
2020-12-30,524.590027,527.3417453679796
2020-12-31,,
2021-01-01,,
2021-01-02,,
2021-01-03,,
2021-01-04,522.859985,521.7008706110638
2021-01-05,,
2021-01-06,,
2021-01-07,,
2021-01-08,,
2021-01-09,,
2021-01-10,,
2021-01-11,,
2021-01-12,,
2021-01-13,,
2021-01-14,,
2021-01-15,,
2021-01-16,,
2021-01-17,,
2021-01-18,,
2021-01-19,,
2021-01-20,,
2021-01-21,,
2021-01-22,,
2021-01-23,,
2021-01-24,,
2021-01-25,556.780029,554.9780811078289
2021-01-26,,
2021-01-27,,
2021-01-28,,
2021-01-29,,
2021-01-30,,
2021-01-31,,
2021-02-01,,
2021-02-02,548.159973,550.3795572369224
2021-02-03,,
2021-02-04,,
2021-02-05,,
2021-02-06,,
2021-02-07,,
2021-02-08,,
2021-02-09,,
2021-02-10,,
2021-02-11,,
2021-02-12,,
2021-02-13,,
2021-02-14,,
2021-02-15,,
2021-02-16,,
2021-02-17,,
2021-02-18,,
2021-02-19,,
2021-02-20,,
2021-02-21,,
2021-02-22,,
2021-02-23,,
2021-02-24,,
2021-02-25,,
2021-02-26,,
2021-02-27,,
2021-02-28,,
2021-03-01,,
2021-03-02,,
2021-03-03,,
2021-03-04,511.290009,518.7770366153311
2021-03-05,,
2021-03-06,,
2021-03-07,,
2021-03-08,,
2021-03-09,,
2021-03-10,,
2021-03-11,,
2021-03-12,,
2021-03-13,,
2021-03-14,,
2021-03-15,,
2021-03-16,,
2021-03-17,524.440002,520.9353568625396
2021-03-18,,
2021-03-19,,
2021-03-20,,
2021-03-21,,
2021-03-22,,
2021-03-23,,
2021-03-24,520.809998,523.399602065651
2021-03-25,,
2021-03-26,,
2021-03-27,,
2021-03-28,,
2021-03-29,,
2021-03-30,,
2021-03-31,,
2021-04-01,,
2021-04-02,,
2021-04-03,,
2021-04-04,,
2021-04-05,,
2021-04-06,,
2021-04-07,,
2021-04-08,,
2021-04-09,555.309998,551.5111591315654
2021-04-10,,
2021-04-11,,
2021-04-12,,
2021-04-13,,
2021-04-14,540.02002,541.9443557019829
2021-04-15,,
2021-04-16,,
2021-04-17,,
2021-04-18,,
2021-04-19,,
2021-04-20,,
2021-04-21,,
2021-04-22,,
2021-04-23,505.549988,503.1519611672925
2021-04-24,,
2021-04-25,,
2021-04-26,,
2021-04-27,,
2021-04-28,506.519989,506.1306544681201
2021-04-29,509.0,502.18441361910254
2021-04-30,,
2021-05-01,,
2021-05-02,,
2021-05-03,,
2021-05-04,,
2021-05-05,,
2021-05-06,,
2021-05-07,,
2021-05-08,,
2021-05-09,,
2021-05-10,486.690002,490.47281516644597
2021-05-11,495.079987,493.59331314187904
2021-05-12,,
2021-05-13,,
2021-05-14,493.369995,492.3211059864848
2021-05-15,,
2021-05-16,,
2021-05-17,,
2021-05-18,,
2021-05-19,,
2021-05-20,,
2021-05-21,,
2021-05-22,,
2021-05-23,,
2021-05-24,,
2021-05-25,,
2021-05-26,,
2021-05-27,503.859985,501.72771052225113
2021-05-28,502.809998,508.69153634762387
2021-05-29,,
2021-05-30,,
2021-05-31,,
2021-06-01,,
2021-06-02,,
2021-06-03,489.429993,490.02985726269355
2021-06-04,,
2021-06-05,,
2021-06-06,,
2021-06-07,,
2021-06-08,,
2021-06-09,,
2021-06-10,,
2021-06-11,,
2021-06-12,,
2021-06-13,,
2021-06-14,,
2021-06-15,,
2021-06-16,,
2021-06-17,,
2021-06-18,,
2021-06-19,,
2021-06-20,,
2021-06-21,,
2021-06-22,,
2021-06-23,,
2021-06-24,,
2021-06-25,527.070007,529.1935503573733
2021-06-26,,
2021-06-27,,
2021-06-28,,
2021-06-29,,
2021-06-30,,
2021-07-01,,
2021-07-02,,
2021-07-03,,
2021-07-04,,
2021-07-05,,
2021-07-06,,
2021-07-07,,
2021-07-08,,
2021-07-09,,
2021-07-10,,
2021-07-11,,
2021-07-12,,
2021-07-13,,
2021-07-14,,
2021-07-15,,
2021-07-16,,
2021-07-17,,
2021-07-18,,
2021-07-19,532.280029,530.111049586402
2021-07-20,,
2021-07-21,,
2021-07-22,,
2021-07-23,,
2021-07-24,,
2021-07-25,,
2021-07-26,,
2021-07-27,,
2021-07-28,,
2021-07-29,,
2021-07-30,517.570007,516.8506465693577
2021-07-31,,
2021-08-01,,
2021-08-02,515.150024,512.7782612094277
2021-08-03,,
2021-08-04,517.349976,514.7004685496086
2021-08-05,,
2021-08-06,,
2021-08-07,,
2021-08-08,,
2021-08-09,,
2021-08-10,515.840027,514.8562480433891
2021-08-11,,
2021-08-12,510.720001,508.8302926010259
2021-08-13,,
2021-08-14,,
2021-08-15,,
2021-08-16,,
2021-08-17,,
2021-08-18,,
2021-08-19,,
2021-08-20,,
2021-08-21,,
2021-08-22,,
2021-08-23,553.330017,551.7479697923836
2021-08-24,,
2021-08-25,547.580017,548.3576866432873
2021-08-26,,
2021-08-27,,
2021-08-28,,
2021-08-29,,
2021-08-30,,
2021-08-31,,
2021-09-01,,
2021-09-02,,
2021-09-03,,
2021-09-04,,
2021-09-05,,
2021-09-06,,
2021-09-07,,
2021-09-08,,
2021-09-09,,
2021-09-10,598.719971,603.6497479737808
2021-09-11,,
2021-09-12,,
2021-09-13,,
2021-09-14,,
2021-09-15,,
2021-09-16,,
2021-09-17,,
2021-09-18,,
2021-09-19,,
2021-09-20,,
2021-09-21,,
2021-09-22,,
2021-09-23,,
2021-09-24,,
2021-09-25,,
2021-09-26,,
2021-09-27,,
